,address,city,country,name,province,reviews.date,reviews.text,reviews.title,reviews.username,lang,translated_text
1349,Avenida Joan Miro 21,Clifton,US,Gran Melia Victoria,NJ,11/19/2014,"Hotel was well below our expectations. We wanted to celebrate our anniversary at a nice hotel in Mallorca but it was subpar at best. Hotel is decorated with antique furniture which made the hotel and the rooms smell pretty bad. They also used this very heavy fragrance which made staying at all common areas, such as lobby or bars, quite unbearable. To make things worse, there was a post in the middle of the room which made moving around difficult in a small room. The hotel told us that we had to pay extra in order to change the room as that was the only room available for the price that we paid. One can probably find a much better hotel for the price you pay for this hotel. Service can certainly improve as well. Location is quite awkward as well. It's about 40 minute walk to the city centre and it's not close to the beaches either. Unfortunately, I don't have anything nice to say about this hotel.",Don't deserve 5 star rating!,Judy,en,"Hotel was well below our expectations. We wanted to celebrate our anniversary at a nice hotel in Mallorca but it was subpar at best. Hotel is decorated with antique furniture which made the hotel and the rooms smell pretty bad. They also used this very heavy fragrance which made staying at all common areas, such as lobby or bars, quite unbearable. To make things worse, there was a post in the middle of the room which made moving around difficult in a small room. The hotel told us that we had to pay extra in order to change the room as that was the only room available for the price that we paid. One can probably find a much better hotel for the price you pay for this hotel. Service can certainly improve as well. Location is quite awkward as well. It's about 40 minute walk to the city centre and it's not close to the beaches either. Unfortunately, I don't have anything nice to say about this hotel."
1353,Avenida Joan Miro 21,Clifton,US,Gran Melia Victoria,NJ,10/12/2014,"There were 16 of us staying at this hotel, we all had a great time Hotel laid on a drinks on the roof terrace over looking the marina for my sister birthday, it was lovely My mother had to be rushed to hospital and all the staff were very helpful and thank god she has made a full recovery. I would like to thank the hotel for a lovely stay.",Special birthday,Karen,en,"There were 16 of us staying at this hotel, we all had a great time Hotel laid on a drinks on the roof terrace over looking the marina for my sister birthday, it was lovely My mother had to be rushed to hospital and all the staff were very helpful and thank god she has made a full recovery. I would like to thank the hotel for a lovely stay."
1466,1223 Radford Blvd,Dillon,US,Economy Inn,SC,9/3/2016,It was terrible. Would never stayhere agian. So bad i didnt even go back for my 2nd night. Worst place i have ever staid at. Very nasty needs o be closed down,Stay away,A Traveler,en,It was terrible. Would never stayhere agian. So bad i didnt even go back for my 2nd night. Worst place i have ever staid at. Very nasty needs o be closed down
1537,442 Walker Bay Blvd,Walker,US,Country Inn Walker,Onigum,4/13/2015,The room we stayed in had this annoying constant siren type of noise that lasted all day and all nite. I called and complained and the hotel manager stated there was nothing she could do due to the fact that we booked with Expedia. Horrible experience here.,Horrible noise and couldn't get any sleep,A Traveler,en,The room we stayed in had this annoying constant siren type of noise that lasted all day and all nite. I called and complained and the hotel manager stated there was nothing she could do due to the fact that we booked with Expedia. Horrible experience here.
1573,442 Walker Bay Blvd,Walker,US,Country Inn Walker,Onigum,4/9/2015,My man and I wanted a weekend away so we came to the area. Picked this hotel. We were very pleased with our choice. Very clean and nice staff. We actually arrived a few hours before check in and asked if we could check in early. The room was ready so they invited us in. Breakfast was still being served... More,Perfect!!,Blhtravler,en,My man and I wanted a weekend away so we came to the area. Picked this hotel. We were very pleased with our choice. Very clean and nice staff. We actually arrived a few hours before check in and asked if we could check in early. The room was ready so they invited us in. Breakfast was still being served... More
1574,442 Walker Bay Blvd,Walker,US,Country Inn Walker,Onigum,3/6/2016,"My wife and I stayed here 3/4/16 to attend a concert at the casino. Overall I am very satisfied. Friends and I got the last two rooms and they were king suites. The whole place is a little dated. Minor repairs are in order, but it is very clean. The best part was the fantastic service. From checking in, to... More",One night stay,Matt S,en,"My wife and I stayed here 3/4/16 to attend a concert at the casino. Overall I am very satisfied. Friends and I got the last two rooms and they were king suites. The whole place is a little dated. Minor repairs are in order, but it is very clean. The best part was the fantastic service. From checking in, to... More"
1883,6390 Us Highway 93 S,Whitefish,US,Big Mountain Lodge,MT,9/3/2013,"The hotel staff was very accomodating, and was given a dinner recommendation that we ended up eating at twice during our stay. Small pool, but perfect for ending a long day, and the hot tubs were perfect. Great pool towels! I was surprised that they were the same as the room towels. The only thing that wasn't that great was the pillow situation. Very flat. Make sure you bring your own, or be prepared to ask for additional. 2 per Queen Size bed.",Trip to Glacier and Flathead Valley,A Traveler,en,"The hotel staff was very accomodating, and was given a dinner recommendation that we ended up eating at twice during our stay. Small pool, but perfect for ending a long day, and the hot tubs were perfect. Great pool towels! I was surprised that they were the same as the room towels. The only thing that wasn't that great was the pillow situation. Very flat. Make sure you bring your own, or be prepared to ask for additional. 2 per Queen Size bed."
1885,6390 Us Highway 93 S,Whitefish,US,Big Mountain Lodge,MT,2/6/2016,"Beds were comfy, helpful staff, clean room. A couple things weren't quite working (TV remote did not work, and our outside door card-lock did not work), although they were minor things. In-window heater was also a bit loud, good thing we had earplugs. Two nice hot tubs in the back, but the pool was close due to maintenance (we didn't want to go in it anyways). Decent free breakfast as well!",Would stay again,Amber,en,"Beds were comfy, helpful staff, clean room. A couple things weren't quite working (TV remote did not work, and our outside door card-lock did not work), although they were minor things. In-window heater was also a bit loud, good thing we had earplugs. Two nice hot tubs in the back, but the pool was close due to maintenance (we didn't want to go in it anyways). Decent free breakfast as well!"
1897,6390 Us Highway 93 S,Whitefish,US,Big Mountain Lodge,MT,7/29/2013,"The hotel was okay. I made reservations for a room with 2 queen size beds, and we got a king with a pull out bed. I was not happy with that obviously. Then when we got there we were excited to use the pool. Which on the website showed that it had a slide. We were disappointed when we realized that, not only did it not have a slide, but the pool looked cloudy and dirty. The hot tubs outside were relaxing but the area needs a little TLC. Other than that, the continental breakfast was nice, and the rooms were clean. Not sure if I would recommend this hotel or not.",Disappointing,Amanda,en,"The hotel was okay. I made reservations for a room with 2 queen size beds, and we got a king with a pull out bed. I was not happy with that obviously. Then when we got there we were excited to use the pool. Which on the website showed that it had a slide. We were disappointed when we realized that, not only did it not have a slide, but the pool looked cloudy and dirty. The hot tubs outside were relaxing but the area needs a little TLC. Other than that, the continental breakfast was nice, and the rooms were clean. Not sure if I would recommend this hotel or not."
2032,1590 Cool Water Ln,Barstow,US,Days Inn Barstow,CA,2/11/2016,"Overall good hotel, pool was open but freezing cold, couldn't seem to work the hot tub though. Breakfast in the morning consisted of a lot of carbs, not many choices for protein. Room was okay, there were some left over curly fries hidden behind the bed that my service dog got to.",Breakfast!,Cassy J,en,"Overall good hotel, pool was open but freezing cold, couldn't seem to work the hot tub though. Breakfast in the morning consisted of a lot of carbs, not many choices for protein. Room was okay, there were some left over curly fries hidden behind the bed that my service dog got to."
