"","X","address","city","country","name","province","reviews.date","reviews.text","reviews.title","reviews.username","lang","translated_text","cleaned_text","ratings_tf","rating"
"129",4237,"13600 N W 2nd St","Fort Lauderdale","US","La Quinta Inn and Suites Sunrise","Plantation","7/15/2016","This was my first stay at this chain of hotels which was recommended by a friend, and the first experience was great, would definitely recommend this to anyone doing business or just going for a holiday.","Very nice Hotel","Dave C","en","This was my first stay at this chain of hotels which was recommended by a friend, and the first experience was great, would definitely recommend this to anyone doing business or just going for a holiday."," first stay chain hotel recommend friend first experience great definitely recommend anyone business just go holiday",3,4
"130",4240,"13600 N W 2nd St","Fort Lauderdale","US","La Quinta Inn and Suites Sunrise","Plantation","6/3/2016","Have stayed here several times for two or three days when doing business in Sawgrass area, but this was first time in a ground level room, and the stay was not up to past satisfactory levels. The carpet smelled musty as if it had been soaked or inundated in the past, so the very noisy AC had to be on... More","La Quinta Sunrise - Just OK this time.","CarlodiTermini","en","Have stayed here several times for two or three days when doing business in Sawgrass area, but this was first time in a ground level room, and the stay was not up to past satisfactory levels. The carpet smelled musty as if it had been soaked or inundated in the past, so the very noisy AC had to be on... More"," stay several time two three day business sawgrass area first time grind level room stay past satisfactory level carpet smell musty soak inundate past noisy ac much",3,1
"131",4244,"13600 N W 2nd St","Fort Lauderdale","US","La Quinta Inn and Suites Sunrise","Plantation","1/18/2016","ortalama bir amerikan oteli","Good option close to Sawgrass mall","Dr.Zuhal Luleci","hr","Orthals Bir American kidnapped","orthals bir american kidnap",3,2
"132",4384,"732 E 82nd Ave","Merrillville","US","Deluxe Inn Merrillville","IN",NA,"well i couldnt afford a hotel for the night so i got a room at deluxe. i knew i made a bad mistake when i went to the front desk. i couldnt understand what the clerk was saying. my room wasnt that clean, it smelled like mold. i think the only people that stay here are homeless.","well i couldnt afford a hotel ...","lynn.gina","en","well i couldnt afford a hotel for the night so i got a room at deluxe. i knew i made a bad mistake when i went to the front desk. i couldnt understand what the clerk was saying. my room wasnt that clean, it smelled like mold. i think the only people that stay here are homeless.","good couldnt afford hotel night get room deluxe know make bad mistake go front desk couldnt understand clerk say room wasnt clean smell like mold think people stay homeless",1,1
"133",4399,"1807 Golden Mile Hwy","Pittsburgh","US","Super 8 Pittsburgh/monroeville","Pitt","3/16/2015","A little out of the way, but room and cleaniness were worth the tariff paid","It was worth . We enjoyed stay at super 8","A Traveler","en","A little out of the way, but room and cleaniness were worth the tariff paid"," little way room cleaniness worth tariff pay",3,2
"134",4404,"1807 Golden Mile Hwy","Pittsburgh","US","Super 8 Pittsburgh/monroeville","Pitt","5/20/2015","The hotel was very run down and dirty. Would not stay there again","Short Stay","A Traveler","en","The hotel was very run down and dirty. Would not stay there again"," hotel run dirty stay ",3,1
"135",4415,"1807 Golden Mile Hwy","Pittsburgh","US","Super 8 Pittsburgh/monroeville","Pitt","5/6/2015","Phone and internet signal extremely weak. Room has refrigerator and microwave. Very close to grocery and shopping. Much more reasonable cost than most other hotels at the time.","business trip","brian","en","Phone and internet signal extremely weak. Room has refrigerator and microwave. Very close to grocery and shopping. Much more reasonable cost than most other hotels at the time.","phone internet signal extremely weak room refrigerator microwave close grocery shop much much reasonable cost much hotel time",1,3
"136",4418,"1807 Golden Mile Hwy","Pittsburgh","US","Super 8 Pittsburgh/monroeville","Pitt","2/14/2015","We were looking for a hotel at the last minute and found this quite little hotel. For the price it is hard to beat. Would stay here again if we are in the area. Restaurants and shopping directly across the street. Good hotel for an easily please couple.","nice little hotel.","Kenneth","en","We were looking for a hotel at the last minute and found this quite little hotel. For the price it is hard to beat. Would stay here again if we are in the area. Restaurants and shopping directly across the street. Good hotel for an easily please couple."," look hotel last minute find quite little hotel price hard beat stay area restaurant shop directly across street good hotel easily please couple",3,4
"137",4459,"Taragaon Boudha","Alliance","US","Hyatt Regency Kathmandu","OH","5/23/2016","The Hotels and ist furnitures are slowly getting old a refurbishement in th enext time is needed great breakfast European, Indian, Chinese style with fresh fruits, juices an anything you can dream of in the morning nice and helpful staff clan and big rooms nice garden and pool great coctails at the bar","great breakfast European, Indian, Chinese style with fresh...","Anonymous","en","The Hotels and ist furnitures are slowly getting old a refurbishement in th enext time is needed great breakfast European, Indian, Chinese style with fresh fruits, juices an anything you can dream of in the morning nice and helpful staff clan and big rooms nice garden and pool great coctails at the bar"," hotel ist furnitures slowly get old refurbishement th enext time need great breakfast european indian chinese style fresh fruit juice anything can dream morning nice helpful staff clan big room nice garden pool great coctails bar",3,5
"138",4464,"Taragaon Boudha","Alliance","US","Hyatt Regency Kathmandu","OH","10/14/2015","Quiet place","Quiet place in the middle of boudhanath","Hozaifa","fr","Quiet place","quiet place",3,3
"139",4474,"Taragaon Boudha","Alliance","US","Hyatt Regency Kathmandu","OH","10/11/2015","No Tissue in any place in this hotel even the room. just in bathroom or upon request. laundry IS VERY EXPENSIVE ROX RESTAURANT","ROX RESTAURANT","Sharhabeel","en","No Tissue in any place in this hotel even the room. just in bathroom or upon request. laundry IS VERY EXPENSIVE ROX RESTAURANT"," tissue place hotel even room just bathroom upon request laundry expensive rox restaurant",3,2
"140",4481,"Taragaon Boudha","Alliance","US","Hyatt Regency Kathmandu","OH","9/17/2016","The smell of the property, the dirty bed sheets and pillows ,towels ,blanket,all was so dirty. It's location","It's extremely dirty , bed sheets smells bad and dirty, as well the toilet and the towels were very stingy.","Farah","en","The smell of the property, the dirty bed sheets and pillows ,towels ,blanket,all was so dirty. It's location"," smell property dirty bed sheet pillow towel blanket dirty location",3,1
